Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,AQI Value_Normalized,CO AQI Value_Normalized,Ozone AQI Value_Normalized,NO2 AQI Value_Normalized,PM2.5 AQI Value_Normalized
india,pali,173,unhealthy,1,good,26,good,2,good,173,unhealthy,0.33805668016194335,0.007518796992481203,0.11063829787234043,0.02197802197802198,0.34600000000000003
united states of america,palisades park,54,moderate,1,good,40,good,4,good,54,moderate,0.09716599190283401,0.007518796992481203,0.1702127659574468,0.04395604395604396,0.108
australia,palmerston,264,very unhealthy,9,good,2,good,17,good,264,very unhealthy,0.5222672064777328,0.06766917293233082,0.00851063829787234,0.18681318681318682,0.528
bulgaria,panagjuriste,56,moderate,1,good,47,good,0,good,56,moderate,0.10121457489878542,0.007518796992481203,0.2,0.0,0.112
panama,panama,61,moderate,1,good,28,good,3,good,61,moderate,0.11133603238866396,0.007518796992481203,0.11914893617021277,0.03296703296703297,0.122
india,rampur hat,151,unhealthy,4,good,28,good,14,good,151,unhealthy,0.2935222672064777,0.03007518796992481,0.11914893617021277,0.15384615384615385,0.302
india,rayadrug,52,moderate,1,good,26,good,2,good,52,moderate,0.09311740890688258,0.007518796992481203,0.11063829787234043,0.02197802197802198,0.10400000000000001
russian federation,raychikhinsk,106,unhealthy for sensitive groups,2,good,41,good,1,good,106,unhealthy for sensitive groups,0.20242914979757085,0.015037593984962405,0.17446808510638298,0.01098901098901099,0.212
zimbabwe,redcliffe,25,good,0,good,25,good,0,good,18,good,0.038461538461538464,0.0,0.10638297872340426,0.0,0.036000000000000004
united states of america,redlands,96,moderate,3,good,23,good,13,good,96,moderate,0.18218623481781376,0.022556390977443608,0.09787234042553192,0.14285714285714288,0.192
brazil,remanso,28,good,0,good,20,good,0,good,28,good,0.04453441295546559,0.0,0.0851063829787234,0.0,0.056
belgium,retie,48,good,1,good,39,good,1,good,48,good,0.08502024291497975,0.007518796992481203,0.16595744680851063,0.01098901098901099,0.096
germany,rhede,44,good,1,good,39,good,1,good,44,good,0.07692307692307693,0.007518796992481203,0.16595744680851063,0.01098901098901099,0.088
brazil,rio negro,24,good,1,good,14,good,0,good,24,good,0.03643724696356275,0.007518796992481203,0.059574468085106386,0.0,0.048
spain,ripollet,55,moderate,1,good,55,moderate,1,good,52,moderate,0.09919028340080971,0.007518796992481203,0.23404255319148937,0.01098901098901099,0.10400000000000001
india,robertsganj,169,unhealthy,3,good,66,moderate,4,good,169,unhealthy,0.3299595141700405,0.022556390977443608,0.28085106382978725,0.04395604395604396,0.338
united states of america,rochester hills,47,good,1,good,32,good,1,good,47,good,0.08299595141700404,0.007518796992481203,0.13617021276595745,0.01098901098901099,0.094
united states of america,rock hill,49,good,1,good,49,good,1,good,14,good,0.08704453441295547,0.007518796992481203,0.20851063829787234,0.01098901098901099,0.028
australia,rockhampton,25,good,0,good,25,good,4,good,13,good,0.038461538461538464,0.0,0.10638297872340426,0.04395604395604396,0.026000000000000002
china,rongcheng,143,unhealthy for sensitive groups,4,good,4,good,23,good,143,unhealthy for sensitive groups,0.2773279352226721,0.03007518796992481,0.01702127659574468,0.2527472527472528,0.28600000000000003
india,madhogarh,172,unhealthy,4,good,95,moderate,5,good,172,unhealthy,0.3360323886639676,0.03007518796992481,0.4042553191489362,0.05494505494505495,0.34400000000000003
united states of america,madison heights,55,moderate,1,good,34,good,1,good,55,moderate,0.09919028340080971,0.007518796992481203,0.1446808510638298,0.01098901098901099,0.11
india,mahiari,198,unhealthy,10,good,3,good,24,good,198,unhealthy,0.38866396761133604,0.07518796992481203,0.012765957446808512,0.26373626373626374,0.396
niger,maine soroa,106,unhealthy for sensitive groups,2,good,68,moderate,0,good,106,unhealthy for sensitive groups,0.20242914979757085,0.015037593984962405,0.2893617021276596,0.0,0.212
philippines,malabanban,72,moderate,1,good,27,good,6,good,72,moderate,0.13360323886639675,0.007518796992481203,0.1148936170212766,0.06593406593406594,0.14400000000000002
nepal,malangwa,111,unhealthy for sensitive groups,3,good,43,good,3,good,111,unhealthy for sensitive groups,0.2125506072874494,0.022556390977443608,0.18297872340425533,0.03296703296703297,0.222
spain,malgrat de mar,45,good,1,good,45,good,1,good,37,good,0.07894736842105263,0.007518796992481203,0.19148936170212766,0.01098901098901099,0.074
brazil,mamanguape,25,good,0,good,25,good,0,good,23,good,0.038461538461538464,0.0,0.10638297872340426,0.0,0.046
ghana,mampong,39,good,1,good,25,good,0,good,39,good,0.06680161943319837,0.007518796992481203,0.10638297872340426,0.0,0.078
guinea,mandiana,42,good,1,good,21,good,0,good,42,good,0.0728744939271255,0.007518796992481203,0.08936170212765958,0.0,0.084
united republic of tanzania,maposeni,28,good,0,good,19,good,0,good,28,good,0.04453441295546559,0.0,0.08085106382978724,0.0,0.056
portugal,margaride,38,good,0,good,38,good,0,good,15,good,0.06477732793522267,0.0,0.16170212765957448,0.0,0.03
romania,marghita,54,moderate,1,good,47,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.2,0.0,0.108
brazil,codajas,36,good,1,good,4,good,0,good,36,good,0.060728744939271245,0.007518796992481203,0.01702127659574468,0.0,0.07200000000000001
united kingdom of great britain and northern ireland,coleraine,31,good,1,good,29,good,2,good,31,good,0.050607287449392704,0.007518796992481203,0.12340425531914893,0.02197802197802198,0.062
united states of america,commerce,117,unhealthy for sensitive groups,3,good,17,good,26,good,117,unhealthy for sensitive groups,0.22469635627530365,0.022556390977443608,0.0723404255319149,0.28571428571428575,0.234
peru,contamana,26,good,1,good,5,good,0,good,26,good,0.040485829959514164,0.007518796992481203,0.02127659574468085,0.0,0.052000000000000005
italy,conversano,59,moderate,1,good,58,moderate,0,good,59,moderate,0.10728744939271255,0.007518796992481203,0.24680851063829787,0.0,0.11800000000000001
brazil,coracao de jesus,23,good,0,good,23,good,0,good,16,good,0.03441295546558705,0.0,0.09787234042553192,0.0,0.032
france,coueron,40,good,1,good,40,good,0,good,21,good,0.06882591093117409,0.007518796992481203,0.1702127659574468,0.0,0.042
france,courrieres,48,good,1,good,38,good,1,good,48,good,0.08502024291497975,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.096
mexico,cozumel,30,good,0,good,25,good,0,good,30,good,0.048582995951417005,0.0,0.10638297872340426,0.0,0.06
australia,craigieburn,71,moderate,2,good,0,good,20,good,71,moderate,0.13157894736842105,0.015037593984962405,0.0,0.2197802197802198,0.14200000000000002
united kingdom of great britain and northern ireland,crowthorne,34,good,1,good,33,good,1,good,34,good,0.05668016194331983,0.007518796992481203,0.14042553191489363,0.01098901098901099,0.068
brazil,cruzeiro do sul,28,good,1,good,5,good,0,good,28,good,0.04453441295546559,0.007518796992481203,0.02127659574468085,0.0,0.056
hungary,csorna,68,moderate,1,good,68,moderate,0,good,61,moderate,0.12550607287449392,0.007518796992481203,0.2893617021276596,0.0,0.122
indonesia,curug,281,very unhealthy,15,good,6,good,59,moderate,281,very unhealthy,0.5566801619433198,0.11278195488721804,0.025531914893617023,0.6483516483516484,0.562
thailand,phon,93,moderate,2,good,14,good,5,good,93,moderate,0.17611336032388664,0.015037593984962405,0.059574468085106386,0.05494505494505495,0.186
greece,pilaia,65,moderate,1,good,59,moderate,0,good,65,moderate,0.11943319838056679,0.007518796992481203,0.25106382978723407,0.0,0.13
philippines,pili,72,moderate,1,good,20,good,1,good,72,moderate,0.13360323886639675,0.007518796992481203,0.0851063829787234,0.01098901098901099,0.14400000000000002
pakistan,pindi bhattian,175,unhealthy,4,good,78,moderate,8,good,175,unhealthy,0.34210526315789475,0.03007518796992481,0.33191489361702126,0.08791208791208792,0.35000000000000003
brazil,piquete,52,moderate,1,good,20,good,0,good,52,moderate,0.09311740890688258,0.007518796992481203,0.0851063829787234,0.0,0.10400000000000001
guinea,pita,90,moderate,1,good,19,good,0,good,90,moderate,0.1700404858299595,0.007518796992481203,0.08085106382978724,0.0,0.18
mauritius,plaine magnien,55,moderate,1,good,27,good,0,good,55,moderate,0.09919028340080971,0.007518796992481203,0.1148936170212766,0.0,0.11
germany,plettenberg,54,moderate,1,good,45,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.19148936170212766,0.0,0.108
romania,ploiesti,59,moderate,1,good,44,good,0,good,59,moderate,0.10728744939271255,0.007518796992481203,0.18723404255319148,0.0,0.11800000000000001
united states of america,plover,54,moderate,1,good,29,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.12340425531914893,0.0,0.108
russian federation,podolsk,39,good,1,good,32,good,7,good,39,good,0.06680161943319837,0.007518796992481203,0.13617021276595745,0.07692307692307693,0.078
greece,polikhni,67,moderate,1,good,62,moderate,0,good,67,moderate,0.12348178137651822,0.007518796992481203,0.26382978723404255,0.0,0.134
united states of america,port saint john,91,moderate,1,good,91,moderate,1,good,29,good,0.1720647773279352,0.007518796992481203,0.3872340425531915,0.01098901098901099,0.058
finland,porvoo,34,good,1,good,34,good,1,good,8,good,0.05668016194331983,0.007518796992481203,0.1446808510638298,0.01098901098901099,0.016
spain,pozuelo de alarcon,42,good,0,good,42,good,0,good,10,good,0.0728744939271255,0.0,0.17872340425531916,0.0,0.02
russian federation,prokopyevsk,41,good,1,good,26,good,6,good,41,good,0.0708502024291498,0.007518796992481203,0.11063829787234043,0.06593406593406594,0.082
serbia,prokuplje,56,moderate,1,good,48,good,0,good,56,moderate,0.10121457489878542,0.007518796992481203,0.2042553191489362,0.0,0.112
russian federation,promyshlennaya,38,good,1,good,23,good,2,good,38,good,0.06477732793522267,0.007518796992481203,0.09787234042553192,0.02197802197802198,0.076
greece,ptolemais,116,unhealthy for sensitive groups,1,good,38,good,1,good,116,unhealthy for sensitive groups,0.22267206477732793,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.232
venezuela (bolivarian republic of),punto fijo,84,moderate,1,good,28,good,0,good,84,moderate,0.15789473684210525,0.007518796992481203,0.11914893617021277,0.0,0.168
peru,puquio,11,good,0,good,11,good,0,good,5,good,0.010121457489878544,0.0,0.04680851063829787,0.0,0.01
azerbaijan,pushkino,82,moderate,1,good,46,good,0,good,82,moderate,0.15384615384615385,0.007518796992481203,0.19574468085106383,0.0,0.164
ecuador,puyo,48,good,1,good,3,good,0,good,48,good,0.08502024291497975,0.007518796992481203,0.012765957446808512,0.0,0.096
myanmar,pyay,31,good,1,good,18,good,0,good,31,good,0.050607287449392704,0.007518796992481203,0.07659574468085106,0.0,0.062
portugal,queluz,41,good,1,good,41,good,1,good,20,good,0.0708502024291498,0.007518796992481203,0.17446808510638298,0.01098901098901099,0.04
romania,radauti,57,moderate,1,good,44,good,0,good,57,moderate,0.10323886639676114,0.007518796992481203,0.18723404255319148,0.0,0.114
india,rahon,172,unhealthy,6,good,19,good,22,good,172,unhealthy,0.3360323886639676,0.045112781954887216,0.08085106382978724,0.2417582417582418,0.34400000000000003
india,rajula,89,moderate,1,good,25,good,1,good,89,moderate,0.1680161943319838,0.007518796992481203,0.10638297872340426,0.01098901098901099,0.178
portugal,ramada,42,good,1,good,42,good,1,good,17,good,0.0728744939271255,0.007518796992481203,0.17872340425531916,0.01098901098901099,0.034
india,ramanuj ganj,172,unhealthy,3,good,43,good,3,good,172,unhealthy,0.3360323886639676,0.022556390977443608,0.18297872340425533,0.03296703296703297,0.34400000000000003
france,roubaix,46,good,1,good,38,good,1,good,46,good,0.08097165991902834,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.092
italy,russi,68,moderate,1,good,67,moderate,0,good,68,moderate,0.12550607287449392,0.007518796992481203,0.2851063829787234,0.0,0.136
burundi,ruyigi,40,good,1,good,27,good,0,good,40,good,0.06882591093117409,0.007518796992481203,0.1148936170212766,0.0,0.08
rwanda,rwamagana,85,moderate,2,good,26,good,1,good,85,moderate,0.15991902834008098,0.015037593984962405,0.11063829787234043,0.01098901098901099,0.17
germany,saarlouis,66,moderate,1,good,54,moderate,0,good,66,moderate,0.12145748987854252,0.007518796992481203,0.2297872340425532,0.0,0.132
mexico,sabinas,45,good,1,good,18,good,1,good,45,good,0.07894736842105263,0.007518796992481203,0.07659574468085106,0.01098901098901099,0.09
india,saharanpur,174,unhealthy,7,good,15,good,18,good,174,unhealthy,0.340080971659919,0.05263157894736842,0.06382978723404255,0.19780219780219782,0.34800000000000003
india,sahawar,164,unhealthy,4,good,29,good,31,good,164,unhealthy,0.31983805668016196,0.03007518796992481,0.12340425531914893,0.34065934065934067,0.328
india,saiha,33,good,1,good,10,good,1,good,33,good,0.05465587044534413,0.007518796992481203,0.0425531914893617,0.01098901098901099,0.066
india,sakleshpur,63,moderate,1,good,12,good,4,good,63,moderate,0.11538461538461539,0.007518796992481203,0.05106382978723405,0.04395604395604396,0.126
iran (islamic republic of),salmas,82,moderate,1,good,41,good,0,good,82,moderate,0.15384615384615385,0.007518796992481203,0.17446808510638298,0.0,0.164
italy,san cesareo,63,moderate,1,good,63,moderate,0,good,48,good,0.11538461538461539,0.007518796992481203,0.2680851063829787,0.0,0.096
italy,san dona di piave,87,moderate,1,good,70,moderate,1,good,87,moderate,0.16396761133603238,0.007518796992481203,0.2978723404255319,0.01098901098901099,0.17400000000000002
italy,san gregorio di catania,96,moderate,1,good,44,good,0,good,96,moderate,0.18218623481781376,0.007518796992481203,0.18723404255319148,0.0,0.192
mexico,san juan de los lagos,59,moderate,1,good,29,good,0,good,59,moderate,0.10728744939271255,0.007518796992481203,0.12340425531914893,0.0,0.11800000000000001
colombia,san juan de uraba,28,good,1,good,21,good,0,good,28,good,0.04453441295546559,0.007518796992481203,0.08936170212765958,0.0,0.056
mexico,san julian,54,moderate,1,good,30,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.1276595744680851,0.0,0.108
el salvador,san martin,68,moderate,1,good,27,good,2,good,68,moderate,0.12550607287449392,0.007518796992481203,0.1148936170212766,0.02197802197802198,0.136
panama,san miguelito,61,moderate,1,good,28,good,3,good,61,moderate,0.11133603238866396,0.007518796992481203,0.11914893617021277,0.03296703296703297,0.122
mexico,san pablo de las salinas,211,very unhealthy,2,good,38,good,5,good,211,very unhealthy,0.4149797570850202,0.015037593984962405,0.16170212765957448,0.05494505494505495,0.422
germany,sankt augustin,54,moderate,1,good,48,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.2042553191489362,0.0,0.108
germany,sankt georgen,62,moderate,1,good,51,moderate,0,good,62,moderate,0.11336032388663966,0.007518796992481203,0.2170212765957447,0.0,0.124
spain,sant pere de ribes,49,good,1,good,49,good,1,good,49,good,0.08704453441295547,0.007518796992481203,0.20851063829787234,0.01098901098901099,0.098
spain,santa marta de tormes,38,good,0,good,38,good,0,good,11,good,0.06477732793522267,0.0,0.16170212765957448,0.0,0.022
spain,santomera,38,good,1,good,38,good,0,good,38,good,0.06477732793522267,0.007518796992481203,0.16170212765957448,0.0,0.076
indonesia,pandegelang,195,unhealthy,8,good,17,good,51,moderate,195,unhealthy,0.3825910931174089,0.06015037593984962,0.0723404255319149,0.5604395604395604,0.39
mexico,papalotla,190,unhealthy,1,good,35,good,3,good,190,unhealthy,0.3724696356275304,0.007518796992481203,0.14893617021276595,0.03296703296703297,0.38
germany,parchim,43,good,1,good,43,good,0,good,25,good,0.07489878542510121,0.007518796992481203,0.18297872340425533,0.0,0.05
france,passy,64,moderate,1,good,39,good,0,good,64,moderate,0.11740890688259109,0.007518796992481203,0.16595744680851063,0.0,0.128
india,penukonda,55,moderate,1,good,26,good,3,good,55,moderate,0.09919028340080971,0.007518796992481203,0.11063829787234043,0.03296703296703297,0.11
brazil,pereira barreto,55,moderate,1,good,24,good,0,good,55,moderate,0.09919028340080971,0.007518796992481203,0.1021276595744681,0.0,0.11
philippines,perrelos,61,moderate,1,good,29,good,2,good,61,moderate,0.11133603238866396,0.007518796992481203,0.12340425531914893,0.02197802197802198,0.122
belgium,peruwelz,53,moderate,1,good,40,good,1,good,53,moderate,0.0951417004048583,0.007518796992481203,0.1702127659574468,0.01098901098901099,0.106
indonesia,peterongan,158,unhealthy,3,good,11,good,9,good,158,unhealthy,0.3076923076923077,0.022556390977443608,0.04680851063829787,0.09890109890109891,0.316
india,petlawad,136,unhealthy for sensitive groups,1,good,33,good,2,good,136,unhealthy for sensitive groups,0.2631578947368421,0.007518796992481203,0.14042553191489363,0.02197802197802198,0.272
brazil,petropolis,66,moderate,1,good,26,good,2,good,66,moderate,0.12145748987854252,0.007518796992481203,0.11063829787234043,0.02197802197802198,0.132
